time,time,d13c,d18O
66.78425,66784.25,1.3164891,0.71983629
66.786344,66786.344,1.2995051,0.70666492
66.78774,66787.74,1.3218173,0.70418566
66.789834,66789.834,1.3684829,0.70869696
66.792625,66792.625,1.4085121,0.71185964
66.794719,66794.719,1.4219044,0.71271551
66.796813,66796.813,1.4196653,0.7186352
66.798906,66798.906,1.4173127,0.7385602
66.803094,66803.094,1.422467,0.76719171
66.805187,66805.187,1.4263177,0.79054004
66.807281,66807.281,1.4197367,0.80077481
66.809375,66809.375,1.4031465,0.80103183
66.811469,66811.469,1.3880733,0.79377037
66.813562,66813.562,1.3820459,0.77706718
66.814958,66814.958,1.3863859,0.7552017
66.817052,66817.052,1.3909242,0.73993707
66.819843,66819.843,1.3859525,0.73846561
66.821937,66821.937,1.3658233,0.74412918
66.824031,66824.031,1.3438061,0.74791592
66.826125,66826.125,1.3385686,0.75236136
66.828218,66828.218,1.3643962,0.76067322
66.830312,66830.312,1.4056793,0.76484811
66.832406,66832.406,1.4362413,0.75465322
66.8345,66834.5,1.4444209,0.73593098
66.836593,66836.593,1.4391198,0.72479111
66.838687,66838.687,1.4250053,0.72595817
66.840083,66840.083,1.403509,0.73061562
66.842176,66842.176,1.3784137,0.73456091
66.844968,66844.968,1.3579143,0.74755776
66.849156,66849.156,1.3524088,0.77235103
66.851249,66851.249,1.3571457,0.79420942
66.853343,66853.343,1.3575978,0.79735178
66.855437,66855.437,1.3569647,0.78594708
66.85753,66857.53,1.3660181,0.7751897
66.859624,66859.624,1.3815883,0.77694458
66.861718,66861.718,1.4046731,0.77362448
66.863812,66863.812,1.4126593,0.74587804
66.865905,66865.905,1.3949275,0.70788431
66.869395,66869.395,1.3759762,0.68095535
66.87428,66874.28,1.3698964,0.67095542
66.876374,66876.374,1.372116,0.66756481
66.878468,66878.468,1.3670454,0.66781986
66.880561,66880.561,1.35225,0.67241454
66.882655,66882.655,1.3274786,0.67855388
66.884749,66884.749,1.3037699,0.67804068
66.886842,66886.842,1.295624,0.67361969
66.888936,66888.936,1.3078111,0.67353988
66.89103,66891.03,1.3284143,0.67786026
66.892426,66892.426,1.3469027,0.67649072
66.894519,66894.519,1.3641512,0.66784048
66.897311,66897.311,1.3799757,0.66471756
66.899405,66899.405,1.382256,0.67934197
66.903592,66903.592,1.3520052,0.69738019
66.905686,66905.686,1.2999916,0.69180989
66.90778,66907.78,1.2587283,0.65703219
66.909873,66909.873,1.2463447,0.62672603
66.911967,66911.967,1.2526066,0.63278639
66.914061,66914.061,1.267482,0.67835605
66.916155,66916.155,1.2849149,0.73034322
66.918248,66918.248,1.3084497,0.7662912
66.919644,66919.644,1.342456,0.78898454
66.921738,66921.738,1.3854841,0.80998713
66.924529,66924.529,1.4185882,0.82001078
66.926623,66926.623,1.4198916,0.81211782
66.928717,66928.717,1.3835959,0.79087794
66.930811,66930.811,1.3346599,0.76426417
66.932904,66932.904,1.2973429,0.73062527
66.934998,66934.998,1.2685986,0.69477201
66.937156,66937.156,1.2426978,0.67437083
66.941471,66941.471,1.2398763,0.68239176
66.943628,66943.628,1.2839293,0.70708805
66.945067,66945.067,1.3557084,0.72905052
66.950101,66950.101,1.4110332,0.74278063
66.952259,66952.259,1.4212611,0.7501148
66.954416,66954.416,1.4012016,0.74264663
66.956574,66956.574,1.3718526,0.71318734
66.958732,66958.732,1.3477145,0.67430043
66.965204,66965.204,1.3325602,0.6472075
66.967362,66967.362,1.3312961,0.64355892
66.96952,66969.52,1.3520474,0.65470201
66.971677,66971.677,1.389141,0.671404
66.975273,66975.273,1.4267858,0.69204992
66.97815,66978.15,1.4630291,0.71201169
66.980308,66980.308,1.4865249,0.72847021
66.982465,66982.465,1.4748513,0.74722457
66.98678,66986.78,1.4358687,0.76744968
66.988938,66988.938,1.3851205,0.78613752
66.991095,66991.095,1.3370553,0.80060065
66.993253,66993.253,1.303757,0.8104949
66.995411,66995.411,1.2972212,0.82054275
66.999007,66999.007,1.3245262,0.83215523
67.001164,67001.164,1.3632109,0.84002137
67.004041,67004.041,1.3809625,0.83516645
67.008356,67008.356,1.3500559,0.81584483
67.012671,67012.671,1.2933407,0.78758943
67.014829,67014.829,1.2543654,0.75387144
67.016987,67016.987,1.2743227,0.72313213
67.021302,67021.302,1.3309605,0.70835972
67.025617,67025.617,1.3726593,0.72196633
67.027055,67027.055,1.3624207,0.75049096
67.029213,67029.213,1.3150108,0.76811188
67.034247,67034.247,1.2564576,0.74878168
67.036405,67036.405,1.2022632,0.70603067
67.038563,67038.563,1.1637836,0.67340374
67.04072,67040.72,1.1608263,0.67470223
67.045035,67045.035,1.215228,0.70059848
67.047193,67047.193,1.2915928,0.73494422
67.049351,67049.351,1.3587103,0.7681151
67.052947,67052.947,1.4075898,0.79386508
67.055104,67055.104,1.4055203,0.80111319
67.057981,67057.981,1.3279445,0.78012621
67.060139,67060.139,1.2166831,0.74423122
67.062296,67062.296,1.1385922,0.71693808
67.064454,67064.454,1.1401019,0.71372759
67.066611,67066.611,1.1942177,0.72907674
67.068769,67068.769,1.2576581,0.75498927
67.070927,67070.927,1.3084577,0.78202218
67.073084,67073.084,1.3502887,0.80394179
67.075242,67075.242,1.3783265,0.81756598
67.079557,67079.557,1.3904091,0.82729191
67.080995,67080.995,1.3836669,0.83494103
67.083153,67083.153,1.3522142,0.83346784
67.08603,67086.03,1.2956271,0.81754726
67.088187,67088.187,1.2384679,0.79638582
67.090345,67090.345,1.2123303,0.78473538
67.092503,67092.503,1.2296871,0.78753716
67.09466,67094.66,1.2682816,0.79509348
67.096818,67096.818,1.3076123,0.80019754
67.098975,67098.975,1.3408653,0.80069286
67.101133,67101.133,1.3748946,0.79922712
